2,72,169
2,72,167
2,77,169
2,75,169
2,74,167
2,71,172
2,72,171
2,72,170
2,72,168
2,72,170
2,73,173
2,73,174
2,73,175
2,74,175
2,75,175
2,64,34
2,67,67
2,67,69
2,66,71
2,67,72
2,69,74
2,66,75
2,65,73
2,66,74
2,67,75
2,68,62
2,64,42
2,63,37
2,64,40
2,65,37
2,65,37
2,64,38
2,65,39
2,65,42
2,65,36
2,65,41
2,65,42
2,65,65
2,64,64
2,67,48
2,62,52
2,65,45
2,65,78
3,59,6
3,61,5
3,54,7
3,67,6
3,49,175
3,43,175
3,40,176
3,28,176
3,45,177
3,56,3
3,61,2
3,64,1
3,64,0
3,38,0
3,39,0
3,33,2
3,36,3
3,37,4
3,38,4
3,36,4
3,32,5
3,36,5
3,45,172
3,57,27
3,44,180
3,49,178
3,45,179
3,70,178
3,63,179
3,70,179
3,63,180
3,54,180
3,49,180
3,70,180
2,73,82
2,65,91
2,77,67
2,73,55
2,74,55
2,63,61
2,72,98
2,63,47
2,67,32
2,73,72
2,60,79
2,68,66
2,79,66
2,76,68
2,74,71
2,80,60
2,65,86
2,67,99
2,47,29
2,68,76
2,69,78
2,69,99
2,66,29
2,75,65
2,71,86
2,69,179
2,62,47
2,61,48
2,64,91
2,66,95
3,40,45
3,38,70
3,39,70
3,46,145
3,70,13
3,45,138
3,66,137
3,63,24
3,69,21
3,71,21
3,76,89
3,67,96
3,63,22
3,29,95
3,34,76
3,35,70
3,32,80
3,79,76
3,40,130
3,28,85
3,35,38
3,81,66
3,58,18
3,59,21
3,62,109
3,77,61
3,79,69
3,37,70
3,78,82
3,83,62
3,69,23
3,44,135
3,83,145
3,28,13
2,65,101
2,66,100
2,71,94
2,71,95
2,72,94
2,68,117
2,68,117
2,70,104
2,71,99
2,71,100
2,68,104
3,37,89
3,37,91
3,37,91
3,37,90
3,37,86
3,37,85
3,37,85
3,37,86
3,37,85
3,85,30
3,33,89
3,32,88
3,33,88
3,33,87
3,37,88
3,38,81
3,38,82
3,37,82
3,40,92
3,35,67
3,87,38
3,35,84
3,34,83
3,34,84
3,37,91
3,38,91
3,38,91
3,36,78
3,37,77
3,38,82
3,38,94
3,36,91
3,36,92
3,81,40
3,81,40
3,82,39
3,36,88
3,33,86
3,88,39
3,38,92
3,39,92
3,34,87
3,34,85
3,39,90
3,39,85
3,34,91
3,85,36
3,86,27
3,38,73
3,35,82
3,35,91
3,42,88
3,41,83
3,81,26
3,37,83
3,39,90
3,35,81
3,81,43
3,85,40
3,39,83
3,27,3
3,30,24
3,24,13
3,31,12
3,25,12
3,34,13
3,17,15
3,82,175
3,78,175
3,20,15
3,24,14
3,30,9
4,27,20
3,11,11
3,74,174
2,64,107
3,33,94
3,33,82
3,34,90
3,34,89
3,37,90
3,32,89
3,33,93
3,23,146
3,27,169
3,28,170
3,32,169
3,24,169
3,31,169
3,19,34
4,22,180
3,29,180
3,42,173
3,8,36
3,27,151
3,16,34
2,69,88
2,68,83
3,38,101
3,42,95
3,81,22
4,51,2
4,55,132
3,9,67
4,47,124
4,29,97
4,52,147
4,44,129
4,41,175
4,44,175
4,43,170
4,45,165
3,53,19
4,51,148
4,30,63
4,31,58
4,33,56
4,33,56
4,50,151
3,64,17
2,74,143
2,71,144
2,70,144
2,70,145
2,71,145
2,70,145
2,70,147
2,68,144
2,70,144
2,65,34
2,66,34
2,90,33
2,64,45
2,66,45
2,64,45
2,67,44
2,65,46
2,64,44
2,65,45
2,66,49
2,60,60
2,74,63
2,77,53
2,77,53
2,64,60
2,65,58
2,65,62
2,65,63
2,60,62
2,73,42
2,76,54
3,34,7
3,42,15
3,31,3
3,38,4
3,33,7
3,31,11
3,33,19
3,78,13
3,79,18
3,79,18
3,77,18
3,77,18
3,80,19
3,80,19
3,79,2
3,81,3
3,53,24
3,59,26
3,43,27
3,69,28
3,36,27
3,35,18
3,8,49
3,13,53
3,45,15
3,62,15
4,70,13
3,79,6
2,63,129
2,62,28
2,62,29
2,70,135
2,62,144
2,55,145
2,80,147
2,62,89
2,62,90
2,63,90
2,63,92
2,65,90
2,59,92
2,61,94
2,68,96
2,62,100
2,60,100
2,66,101
2,62,102
2,62,102
2,75,114
2,74,114
2,69,131
2,61,53
2,74,66
2,63,66
2,65,68
2,66,76
2,73,76
2,65,82
2,68,84
2,63,85
2,68,105
2,69,106
2,71,106
2,69,107
2,72,109
2,71,110
2,69,112
2,68,112
2,70,112
2,70,115
2,68,116
2,69,120
2,68,121
2,70,123
2,66,123
2,70,124
2,68,125
2,70,126
2,72,127
2,71,127
2,70,129
2,75,136
2,70,137
2,70,137
2,74,139
2,70,140
2,71,140
2,71,141
2,68,31
2,68,160
2,83,166
2,65,36
2,77,54
2,65,41
2,65,41
2,64,54
2,67,58
2,77,69
2,78,37
2,73,67
2,78,41
2,75,54
2,69,46
2,76,63
2,73,74
2,73,77
2,71,76
2,75,74
2,75,73
2,81,69
2,81,69
2,81,61
2,77,77
2,77,77
2,68,135
2,74,72
2,74,72
2,76,69
2,75,64
2,72,74
2,68,54
2,68,58
2,72,60
3,76,163
3,78,169
3,72,170
3,69,174
3,70,174
3,22,168
3,22,161
3,28,164
3,28,164
4,29,163
4,29,163
3,28,164
3,30,166
3,30,166
3,31,167
3,31,167
3,32,167
3,32,167
4,32,167
3,30,161
3,30,161
3,31,161
3,31,161
3,37,159
3,72,177
3,75,172
3,49,130
3,45,134
3,64,94
3,75,123
3,65,133
3,77,143
3,88,118
3,87,117
3,81,120
3,84,118
3,80,110
3,84,116
3,84,116
3,81,118
3,78,115
3,88,119
3,81,106
3,87,123
3,83,124
3,86,123
3,79,120
2,79,36
2,76,147
2,77,149
2,77,80
2,75,78
2,74,76
2,74,82
4,42,91
4,53,158
2,68,75
2,65,52
2,69,68
2,68,62
2,65,73
2,70,21
2,70,67
2,71,73
2,69,88
2,69,98
2,69,91
2,70,61
2,69,40
2,64,14
2,66,25
2,66,18
2,63,23
2,65,26
2,71,66
2,67,72
2,67,70
2,71,70
2,73,76
2,70,71
2,64,60
2,67,20
2,66,17
2,66,20
2,69,15
2,68,65
2,68,67
2,69,73
2,68,69
2,69,43
2,71,78
2,66,76
2,69,16
2,69,15
2,70,55
2,70,69
2,69,69
2,69,51
2,67,67
2,66,67
2,66,67
2,72,77
2,68,55
2,67,81
2,71,74
2,70,71
2,70,51
2,70,58
2,71,23
2,70,72
2,70,66
2,69,80
2,69,48
2,71,63
2,69,67
2,69,59
2,67,60
2,70,86
2,70,82
2,69,64
2,71,57
2,69,76
2,71,74
2,68,76
2,67,61
2,70,68
2,68,66
2,68,55
2,68,55
2,70,62
2,65,65
2,69,66
2,70,74
2,70,86
2,71,76
2,70,70
2,70,87
2,69,86
2,68,65
2,68,78
2,69,57
2,69,71
2,70,83
2,70,78
2,66,78
2,72,62
2,70,83
2,67,85
2,72,69
2,69,77
2,68,66
2,70,72
2,71,71
2,68,47
2,66,47
2,70,49
2,70,67
2,65,64
2,71,72
2,71,72
2,69,75
2,66,10
2,67,11
2,66,13
2,70,70
2,69,70
2,66,60
2,69,75
2,69,75
2,69,70
2,70,75
2,65,47
2,71,74
2,69,78
2,71,79
